epoch,avg_loss,test_mse,epoch_time_s,wall_time_s,lr
3249,0.02593381,0.03044073,0.170,580.875,0.000719
3250,0.02586954,0.03044774,0.170,581.052,0.000718
3251,0.02627825,0.03074537,0.171,581.230,0.000718
3252,0.02682414,0.03175518,0.171,581.408,0.000717
3253,0.02744071,0.03102608,0.171,581.586,0.000717
3254,0.02708513,0.03101512,0.170,581.763,0.000716
3255,0.02697019,0.03056507,0.170,581.940,0.000716
3256,0.02663551,0.03097790,0.171,582.118,0.000715
3257,0.02666970,0.03059629,0.171,582.296,0.000715
3258,0.02616338,0.03022164,0.170,582.474,0.000714
3259,0.02621552,0.03035834,0.170,582.652,0.000714
3260,0.02620556,0.03017413,0.171,582.829,0.000714
3261,0.02623764,0.03038047,0.170,583.007,0.000713
3262,0.02611595,0.03035054,0.170,583.184,0.000713
3263,0.02612070,0.03026612,0.171,583.362,0.000712
3264,0.02607115,0.03029535,0.170,583.539,0.000712
3265,0.02611281,0.03017502,0.171,583.717,0.000711
3266,0.02602233,0.03043058,0.170,583.894,0.000711
3267,0.02599501,0.03031282,0.170,584.072,0.000710
3268,0.02604662,0.03039863,0.171,584.250,0.000710
3269,0.02603523,0.03046638,0.171,584.428,0.000709
3270,0.02614105,0.03072326,0.170,584.605,0.000709
3271,0.02650849,0.03045189,0.170,584.783,0.000709
3272,0.02606196,0.03016941,0.171,584.960,0.000708
3273,0.02581202,0.03003178,0.170,585.138,0.000708
3274,0.02570241,0.02987039,0.170,585.315,0.000707
3275,0.02553497,0.02990131,0.171,585.493,0.000707
3276,0.02549272,0.02994483,0.171,585.671,0.000706
3277,0.02542126,0.02982724,0.170,585.849,0.000706
3278,0.02534293,0.02987725,0.170,586.027,0.000705
3279,0.02536220,0.02985714,0.170,586.204,0.000705
3280,0.02521810,0.02991136,0.171,586.382,0.000704
3281,0.02523418,0.02991645,0.170,586.559,0.000704
3282,0.02536769,0.02993074,0.170,586.737,0.000703
3283,0.02536959,0.02997944,0.170,586.914,0.000703
3284,0.02529404,0.02983720,0.171,587.092,0.000703
3285,0.02525108,0.02985984,0.170,587.269,0.000702
3286,0.02529492,0.02985530,0.170,587.446,0.000702
3287,0.02525707,0.02990597,0.171,587.624,0.000701
3288,0.02529835,0.02988189,0.171,587.802,0.000701
3289,0.02533319,0.02987544,0.170,587.979,0.000700
3290,0.02538424,0.02997631,0.170,588.157,0.000700
3291,0.02522322,0.02985217,0.170,588.334,0.000699
3292,0.02512098,0.02982398,0.179,588.519,0.000699
3293,0.02506910,0.02995204,0.171,588.698,0.000698
3294,0.02509227,0.02992259,0.171,588.875,0.000698
3295,0.02512005,0.02996976,0.170,589.053,0.000697
3296,0.02511544,0.02997735,0.171,589.231,0.000697
3297,0.02527032,0.03017501,0.170,589.409,0.000696
3298,0.02540180,0.03015357,0.170,589.586,0.000696
3299,0.02544977,0.03017748,0.171,589.764,0.000695
3300,0.02566629,0.03028513,0.170,589.942,0.000695
3301,0.02552300,0.03011986,0.170,590.120,0.000695
3302,0.02537113,0.03022823,0.170,590.297,0.000694
3303,0.02548990,0.03015451,0.170,590.474,0.000694
3304,0.02543184,0.03013667,0.170,590.652,0.000693
3305,0.02535237,0.03006280,0.170,590.829,0.000693
3306,0.02539457,0.03023163,0.171,591.007,0.000692
3307,0.02542001,0.03018187,0.171,591.185,0.000692
3308,0.02543310,0.03013430,0.171,591.363,0.000691
3309,0.02526680,0.03005663,0.170,591.540,0.000691
3310,0.02520657,0.02996650,0.170,591.718,0.000690
3311,0.02524883,0.02994565,0.171,591.896,0.000690
3312,0.02514515,0.02993750,0.171,592.074,0.000689
3313,0.02515063,0.03000164,0.170,592.252,0.000689
3314,0.02538162,0.02993438,0.170,592.429,0.000688
3315,0.02524697,0.02993295,0.170,592.606,0.000688
3316,0.02525374,0.02995720,0.171,592.784,0.000687
3317,0.02546073,0.02989807,0.171,592.962,0.000687
3318,0.02544470,0.02985604,0.170,593.140,0.000686
3319,0.02530510,0.02997299,0.171,593.318,0.000686
3320,0.02525009,0.02997128,0.171,593.496,0.000686
3321,0.02529745,0.02996963,0.170,593.673,0.000685
3322,0.02533754,0.03001291,0.171,593.851,0.000685
3323,0.02525255,0.03000755,0.170,594.028,0.000684
3324,0.02534073,0.02993117,0.170,594.206,0.000684
3325,0.02525511,0.03000682,0.170,594.383,0.000683
3326,0.02523818,0.03003460,0.170,594.560,0.000683
3327,0.02519204,0.02988908,0.170,594.737,0.000682
3328,0.02509799,0.02994372,0.171,594.915,0.000682
3329,0.02504444,0.03009326,0.170,595.092,0.000681
3330,0.02504468,0.03001548,0.170,595.270,0.000681
3331,0.02507013,0.03002938,0.170,595.447,0.000680
3332,0.02498143,0.02994498,0.171,595.625,0.000680
3333,0.02498191,0.03012755,0.170,595.802,0.000679
3334,0.02499146,0.02996054,0.170,595.980,0.000679
3335,0.02497246,0.02994902,0.171,596.158,0.000678
3336,0.02502440,0.03001039,0.170,596.335,0.000678
3337,0.02511259,0.02991149,0.170,596.513,0.000677
3338,0.02499432,0.03002630,0.170,596.690,0.000677
3339,0.02503985,0.02999858,0.170,596.868,0.000676
3340,0.02499524,0.03002477,0.171,597.046,0.000676
3341,0.02502820,0.02992352,0.171,597.224,0.000675
3342,0.02497060,0.02998870,0.170,597.402,0.000675
3343,0.02499936,0.03002562,0.171,597.580,0.000674
3344,0.02494866,0.02994462,0.171,597.759,0.000674
3345,0.02493304,0.02983435,0.170,597.936,0.000673
3346,0.02493178,0.02982950,0.170,598.114,0.000673
3347,0.02494652,0.02985062,0.171,598.292,0.000672
3348,0.02482604,0.02990091,0.170,598.470,0.000672
3349,0.02485976,0.02988321,0.171,598.648,0.000672
3350,0.02487562,0.02983986,0.170,598.826,0.000671
3351,0.02479441,0.02989879,0.171,599.003,0.000671
3352,0.02485254,0.02986608,0.170,599.181,0.000670
3353,0.02476978,0.02984872,0.170,599.358,0.000670
3354,0.02470142,0.02991194,0.170,599.535,0.000669
3355,0.02476640,0.02979644,0.171,599.713,0.000669
3356,0.02471953,0.02989836,0.171,599.891,0.000668
3357,0.02480231,0.02989430,0.170,600.069,0.000668
3358,0.02477349,0.02998040,0.170,600.246,0.000667
3359,0.02477581,0.02985230,0.171,600.424,0.000667
3360,0.02488015,0.02995551,0.171,600.602,0.000666
3361,0.02482785,0.02989665,0.171,600.780,0.000666
3362,0.02478186,0.02988079,0.170,600.957,0.000665
3363,0.02482510,0.02993023,0.170,601.135,0.000665
3364,0.02509764,0.03006978,0.172,601.313,0.000664
3365,0.02508226,0.02996527,0.171,601.492,0.000664
3366,0.02506627,0.02997517,0.170,601.669,0.000663
3367,0.02505991,0.03002506,0.170,601.847,0.000663
3368,0.02512914,0.03011631,0.171,602.024,0.000662
3369,0.02525460,0.03007445,0.170,602.201,0.000662
3370,0.02510489,0.02994489,0.170,602.379,0.000661
3371,0.02507441,0.02997690,0.170,602.556,0.000661
3372,0.02510917,0.03001723,0.171,602.734,0.000660
3373,0.02505089,0.03004307,0.171,602.912,0.000660
3374,0.02499472,0.03006095,0.170,603.089,0.000659
3375,0.02505044,0.03013633,0.170,603.266,0.000659
3376,0.02503342,0.03004665,0.171,603.444,0.000658
3377,0.02495351,0.03008155,0.170,603.622,0.000658
3378,0.02499609,0.03006063,0.171,603.800,0.000657
3379,0.02501799,0.03020081,0.171,603.978,0.000657
3380,0.02492405,0.03013431,0.171,604.156,0.000656
3381,0.02498353,0.03004168,0.170,604.334,0.000656
3382,0.02490476,0.03007601,0.171,604.512,0.000655
3383,0.02513136,0.03009992,0.171,604.690,0.000655
3384,0.02508657,0.03021908,0.171,604.868,0.000654
3385,0.02530735,0.03010138,0.170,605.044,0.000654
3386,0.02510843,0.03012759,0.170,605.222,0.000653
3387,0.02507633,0.03020439,0.170,605.399,0.000653
3388,0.02541914,0.03047287,0.172,605.578,0.000652
3389,0.02536955,0.03022965,0.171,605.756,0.000652
3390,0.02515133,0.03034098,0.170,605.933,0.000651
3391,0.02521531,0.03022370,0.170,606.111,0.000651
3392,0.02515034,0.03016387,0.171,606.289,0.000650
3393,0.02514039,0.03029467,0.170,606.466,0.000650
3394,0.02521688,0.03011460,0.170,606.644,0.000649
3395,0.02518739,0.03015064,0.171,606.822,0.000649
3396,0.02510539,0.03025250,0.171,607.000,0.000648
3397,0.02518811,0.03027795,0.171,607.179,0.000648
3398,0.02500239,0.03014985,0.170,607.356,0.000647
3399,0.02490710,0.02996002,0.170,607.533,0.000647
3400,0.02490486,0.03007017,0.171,607.711,0.000646
3401,0.02496962,0.02999763,0.170,607.889,0.000646
3402,0.02487781,0.02998980,0.170,608.066,0.000645
3403,0.02480434,0.02994917,0.171,608.244,0.000645
3404,0.02470075,0.03000354,0.171,608.422,0.000644
3405,0.02478004,0.02985860,0.170,608.599,0.000644
3406,0.02464667,0.02983518,0.170,608.777,0.000643
3407,0.02466981,0.02981242,0.170,608.955,0.000643
3408,0.02463304,0.02986219,0.169,609.132,0.000642
3409,0.02462664,0.02981380,0.170,609.308,0.000642
3410,0.02465874,0.02981400,0.171,609.486,0.000641
3411,0.02465686,0.02973803,0.170,609.664,0.000641
3412,0.02466556,0.02983342,0.171,609.842,0.000640
3413,0.02463677,0.02981742,0.171,610.020,0.000640
3414,0.02471959,0.02983915,0.171,610.199,0.000639
3415,0.02458561,0.02986410,0.170,610.377,0.000639
3416,0.02461555,0.02985656,0.171,610.555,0.000638
3417,0.02470678,0.02992180,0.170,610.732,0.000638
3418,0.02461698,0.02991456,0.170,610.910,0.000637
3419,0.02460274,0.02986808,0.171,611.088,0.000636
3420,0.02458736,0.02982607,0.171,611.265,0.000636
3421,0.02455410,0.02990150,0.170,611.443,0.000635
3422,0.02461345,0.02982762,0.171,611.621,0.000635
3423,0.02471579,0.02987761,0.170,611.798,0.000634
3424,0.02461696,0.02990255,0.171,611.977,0.000634
3425,0.02463738,0.02993149,0.170,612.154,0.000633
3426,0.02461891,0.02984420,0.170,612.331,0.000633
3427,0.02474989,0.02987080,0.170,612.509,0.000632
3428,0.02489534,0.02996352,0.171,612.687,0.000632
3429,0.02532281,0.03003641,0.170,612.864,0.000631
3430,0.02537727,0.02996230,0.170,613.042,0.000631
3431,0.02561790,0.03037337,0.172,613.221,0.000630
3432,0.02583162,0.03047872,0.171,613.399,0.000630
3433,0.02599645,0.03052078,0.170,613.576,0.000629
3434,0.02574744,0.03012484,0.171,613.754,0.000629
3435,0.02550235,0.03006885,0.170,613.931,0.000628
3436,0.02529991,0.03018415,0.170,614.109,0.000628
3437,0.02533698,0.03007804,0.171,614.287,0.000627
3438,0.02517120,0.03001682,0.170,614.464,0.000627
3439,0.02514274,0.02987303,0.170,614.642,0.000626
3440,0.02502215,0.02996719,0.171,614.820,0.000626
3441,0.02502387,0.02990256,0.170,614.997,0.000625
3442,0.02493759,0.02999029,0.170,615.175,0.000625
3443,0.02485693,0.02989294,0.171,615.353,0.000624
3444,0.02480045,0.02984491,0.172,615.532,0.000624
3445,0.02470133,0.02991886,0.171,615.710,0.000623
3446,0.02478598,0.02991150,0.171,615.888,0.000623
3447,0.02471858,0.02998434,0.170,616.066,0.000622
3448,0.02471016,0.02988128,0.170,616.244,0.000622
3449,0.02470723,0.02986798,0.171,616.422,0.000621
3450,0.02468880,0.02991800,0.171,616.600,0.000621
3451,0.02482348,0.03004375,0.170,616.777,0.000620
3452,0.02490145,0.02994925,0.171,616.956,0.000619
3453,0.02493052,0.02986223,0.170,617.133,0.000619
3454,0.02490844,0.02997060,0.171,617.311,0.000618
3455,0.02490873,0.02990047,0.172,617.490,0.000618
3456,0.02493255,0.03008269,0.170,617.668,0.000617
3457,0.02487370,0.03001534,0.170,617.845,0.000617
3458,0.02485164,0.03007871,0.171,618.023,0.000616
3459,0.02483748,0.03008290,0.170,618.200,0.000616
3460,0.02478525,0.03000420,0.171,618.378,0.000615
3461,0.02476613,0.02994906,0.171,618.557,0.000615
3462,0.02468465,0.02999962,0.170,618.734,0.000614
3463,0.02460136,0.02999578,0.170,618.911,0.000614
3464,0.02466340,0.02996527,0.171,619.090,0.000613
3465,0.02464994,0.03004129,0.170,619.267,0.000613
3466,0.02472784,0.02999120,0.170,619.444,0.000612
3467,0.02468119,0.02996299,0.172,619.623,0.000612
3468,0.02460472,0.02994933,0.171,619.801,0.000611
3469,0.02454624,0.02989425,0.170,619.979,0.000611
3470,0.02444846,0.02984053,0.171,620.157,0.000610
3471,0.02450245,0.02995134,0.170,620.334,0.000610
3472,0.02452641,0.02991852,0.171,620.512,0.000609
3473,0.02454109,0.02996166,0.170,620.690,0.000609
3474,0.02456131,0.03001992,0.170,620.867,0.000608
3475,0.02446425,0.02984069,0.170,621.045,0.000607
3476,0.02461428,0.03002075,0.171,621.223,0.000607
3477,0.02471680,0.02990903,0.171,621.401,0.000606
3478,0.02467423,0.02996431,0.171,621.579,0.000606
3479,0.02464634,0.02992310,0.171,621.757,0.000605
3480,0.02461756,0.02992407,0.170,621.934,0.000605
3481,0.02464165,0.02985213,0.170,622.111,0.000604
3482,0.02465686,0.02998098,0.170,622.288,0.000604
3483,0.02478240,0.02992654,0.170,622.465,0.000603
3484,0.02482353,0.03015414,0.171,622.644,0.000603
3485,0.02483690,0.03001407,0.171,622.822,0.000602
3486,0.02498409,0.03005366,0.171,623.001,0.000602
3487,0.02509897,0.03001224,0.170,623.178,0.000601
3488,0.02506655,0.02997222,0.171,623.356,0.000601
3489,0.02512339,0.03005330,0.170,623.534,0.000600
3490,0.02516034,0.03008753,0.170,623.711,0.000600
3491,0.02510898,0.03017089,0.171,623.890,0.000599
3492,0.02502117,0.03008962,0.171,624.068,0.000598
3493,0.02516805,0.03019900,0.171,624.246,0.000598
3494,0.02505735,0.03007097,0.170,624.423,0.000597
3495,0.02494134,0.03001354,0.170,624.601,0.000597
3496,0.02489228,0.03006978,0.171,624.779,0.000596
3497,0.02484470,0.03010373,0.170,624.956,0.000596
3498,0.02474791,0.03013462,0.169,625.132,0.000595
3499,0.02471465,0.02996889,0.171,625.310,0.000595
3500,0.02475719,0.02996468,0.171,625.488,0.000594
3501,0.02466459,0.02997798,0.170,625.666,0.000594
3502,0.02463749,0.03005709,0.175,625.848,0.000593
3503,0.02462655,0.03005740,0.174,626.030,0.000593
3504,0.02475489,0.03007278,0.171,626.208,0.000592
3505,0.02463162,0.03005623,0.170,626.385,0.000592
3506,0.02462316,0.03015637,0.170,626.563,0.000591
3507,0.02490173,0.03007200,0.172,626.742,0.000591
3508,0.02481579,0.03014312,0.171,626.920,0.000590
3509,0.02483727,0.03008204,0.171,627.098,0.000589
3510,0.02464607,0.03007958,0.170,627.275,0.000589
3511,0.02454254,0.02993468,0.171,627.453,0.000588
3512,0.02452777,0.02997957,0.170,627.631,0.000588
3513,0.02451820,0.02991345,0.170,627.808,0.000587
3514,0.02456802,0.02987401,0.171,627.986,0.000587
3515,0.02455290,0.03002130,0.171,628.164,0.000586
3516,0.02455813,0.02999880,0.170,628.341,0.000586
3517,0.02455697,0.03005266,0.170,628.518,0.000585
3518,0.02462747,0.02996975,0.171,628.696,0.000585
3519,0.02475894,0.03010158,0.171,628.874,0.000584
3520,0.02485447,0.03000009,0.170,629.052,0.000584
3521,0.02474424,0.03001974,0.171,629.230,0.000583
3522,0.02470155,0.03009072,0.175,629.412,0.000583
3523,0.02469890,0.03018569,0.170,629.590,0.000582
3524,0.02468909,0.03022167,0.170,629.767,0.000581
3525,0.02477276,0.03018696,0.170,629.945,0.000581
3526,0.02498088,0.03029195,0.171,630.122,0.000580
3527,0.02495882,0.03017627,0.171,630.301,0.000580
3528,0.02491619,0.03026496,0.170,630.478,0.000579
3529,0.02494950,0.03017009,0.170,630.655,0.000579
3530,0.02486295,0.03015424,0.171,630.834,0.000578
3531,0.02478776,0.03012143,0.170,631.011,0.000578
3532,0.02479299,0.03015811,0.170,631.189,0.000577
3533,0.02472123,0.03015765,0.170,631.367,0.000577
3534,0.02469862,0.03018484,0.171,631.544,0.000576
3535,0.02463043,0.03010497,0.170,631.722,0.000576
3536,0.02444709,0.03012585,0.170,631.899,0.000575
3537,0.02445295,0.03011068,0.170,632.077,0.000574
3538,0.02446985,0.03013784,0.170,632.253,0.000574
3539,0.02441487,0.03002059,0.170,632.431,0.000573
3540,0.02434980,0.03000726,0.174,632.612,0.000573
3541,0.02441347,0.03000889,0.174,632.793,0.000572
3542,0.02439202,0.03009801,0.173,632.974,0.000572
3543,0.02441685,0.03007427,0.173,633.154,0.000571
3544,0.02435893,0.03001492,0.171,633.332,0.000571
3545,0.02425327,0.03011385,0.170,633.509,0.000570
3546,0.02431826,0.03014466,0.170,633.686,0.000570
3547,0.02433304,0.03002679,0.170,633.863,0.000569
3548,0.02434094,0.03011944,0.170,634.041,0.000569
3549,0.02440259,0.03010011,0.170,634.218,0.000568
3550,0.02440193,0.03021600,0.171,634.396,0.000567
3551,0.02455548,0.03014683,0.170,634.573,0.000567
3552,0.02461008,0.03019265,0.171,634.752,0.000566
3553,0.02451299,0.03012231,0.170,634.928,0.000566
3554,0.02444485,0.03010452,0.170,635.106,0.000565
3555,0.02450278,0.03014429,0.170,635.283,0.000565
3556,0.02455976,0.03021564,0.171,635.460,0.000564
3557,0.02473393,0.03024290,0.170,635.638,0.000564
3558,0.02484295,0.03023341,0.171,635.817,0.000563
3559,0.02472313,0.03018510,0.170,635.994,0.000563
3560,0.02457240,0.03018816,0.170,636.172,0.000562
3561,0.02449988,0.03024766,0.171,636.350,0.000561
3562,0.02447744,0.03016230,0.170,636.527,0.000561
3563,0.02441847,0.03011088,0.171,636.705,0.000560
3564,0.02435874,0.03016455,0.171,636.883,0.000560
3565,0.02448489,0.03012514,0.170,637.061,0.000559
3566,0.02447377,0.03015507,0.171,637.239,0.000559
3567,0.02437407,0.03015892,0.170,637.417,0.000558
3568,0.02431381,0.03019338,0.171,637.595,0.000558
3569,0.02435042,0.03022863,0.170,637.773,0.000557
3570,0.02435356,0.03021099,0.171,637.951,0.000557
3571,0.02439565,0.03021707,0.170,638.128,0.000556
3572,0.02449629,0.03021482,0.171,638.306,0.000555
3573,0.02441838,0.03021350,0.170,638.483,0.000555
3574,0.02436653,0.03019433,0.171,638.662,0.000554
3575,0.02432654,0.03021042,0.171,638.840,0.000554
3576,0.02433128,0.03021116,0.171,639.018,0.000553
3577,0.02432639,0.03017405,0.170,639.195,0.000553
3578,0.02437528,0.03014156,0.170,639.372,0.000552
3579,0.02424632,0.03017515,0.170,639.550,0.000552
3580,0.02438119,0.03014216,0.177,639.735,0.000551
3581,0.02432388,0.03017579,0.171,639.913,0.000551
3582,0.02426914,0.03019430,0.171,640.091,0.000550
3583,0.02452688,0.03034091,0.171,640.269,0.000549
3584,0.02458451,0.03020344,0.172,640.448,0.000549
3585,0.02456929,0.03021597,0.170,640.625,0.000548
3586,0.02461756,0.03033692,0.170,640.803,0.000548
3587,0.02449507,0.03019708,0.170,640.981,0.000547
3588,0.02442841,0.03017591,0.171,641.159,0.000547
3589,0.02429291,0.03024191,0.171,641.337,0.000546
3590,0.02428253,0.03018940,0.170,641.514,0.000546
3591,0.02447548,0.03022301,0.171,641.692,0.000545
3592,0.02449525,0.03027257,0.170,641.870,0.000545
3593,0.02445717,0.03026238,0.170,642.047,0.000544
3594,0.02444427,0.03037086,0.170,642.225,0.000543
3595,0.02445504,0.03030487,0.170,642.402,0.000543
3596,0.02442161,0.03033955,0.170,642.580,0.000542
3597,0.02456367,0.03037124,0.170,642.757,0.000542
3598,0.02448400,0.03027128,0.171,642.935,0.000541
3599,0.02435480,0.03022002,0.170,643.112,0.000541
3600,0.02433225,0.03037933,0.170,643.290,0.000540
3601,0.02450935,0.03042753,0.170,643.467,0.000540
3602,0.02455173,0.03032209,0.170,643.644,0.000539
3603,0.02451805,0.03028592,0.171,643.822,0.000539
3604,0.02439948,0.03024101,0.171,644.000,0.000538
3605,0.02435172,0.03026934,0.170,644.177,0.000537
3606,0.02428577,0.03019296,0.171,644.355,0.000537
3607,0.02417191,0.03026233,0.170,644.533,0.000536
3608,0.02420713,0.03021963,0.171,644.711,0.000536
3609,0.02420569,0.03017672,0.171,644.889,0.000535
3610,0.02422824,0.03021643,0.170,645.066,0.000535
3611,0.02430870,0.03019891,0.170,645.243,0.000534
3612,0.02426471,0.03010157,0.171,645.421,0.000534
3613,0.02413643,0.03026870,0.169,645.597,0.000533
3614,0.02432830,0.03027994,0.171,645.776,0.000532
3615,0.02428070,0.03016161,0.171,645.953,0.000532
3616,0.02421238,0.03017382,0.171,646.132,0.000531
3617,0.02425273,0.03022930,0.172,646.311,0.000531
3618,0.02427920,0.03012815,0.171,646.489,0.000530
3619,0.02422464,0.03010020,0.172,646.668,0.000530
3620,0.02425983,0.03018585,0.170,646.846,0.000529
3621,0.02419471,0.03016050,0.170,647.023,0.000529
3622,0.02426252,0.03026677,0.172,647.202,0.000528
3623,0.02424885,0.03020927,0.170,647.380,0.000527
3624,0.02443683,0.03024745,0.171,647.559,0.000527
3625,0.02435944,0.03026583,0.171,647.737,0.000526
3626,0.02419879,0.03021317,0.171,647.916,0.000526
3627,0.02408363,0.03024425,0.170,648.093,0.000525
3628,0.02404844,0.03030386,0.170,648.271,0.000525
3629,0.02403502,0.03019806,0.172,648.450,0.000524
3630,0.02413564,0.03036456,0.171,648.629,0.000524
3631,0.02429781,0.03037602,0.171,648.807,0.000523
3632,0.02428516,0.03022824,0.171,648.986,0.000523
3633,0.02416719,0.03032338,0.170,649.164,0.000522
3634,0.02419031,0.03040896,0.170,649.341,0.000521
3635,0.02414664,0.03023646,0.171,649.520,0.000521
3636,0.02426552,0.03026325,0.172,649.699,0.000520
3637,0.02416763,0.03022731,0.172,649.878,0.000520
3638,0.02407619,0.03024125,0.173,650.059,0.000519
3639,0.02409473,0.03019473,0.171,650.238,0.000519
3640,0.02413053,0.03026393,0.171,650.416,0.000518
3641,0.02419763,0.03020315,0.170,650.594,0.000518
3642,0.02411882,0.03015433,0.171,650.772,0.000517
3643,0.02418085,0.03022996,0.170,650.950,0.000516
3644,0.02416406,0.03029098,0.172,651.129,0.000516
3645,0.02408359,0.03020766,0.172,651.309,0.000515
3646,0.02401969,0.03024341,0.173,651.489,0.000515
3647,0.02406088,0.03017771,0.171,651.668,0.000514
3648,0.02406005,0.03024082,0.170,651.845,0.000514
3649,0.02397119,0.03018498,0.170,652.023,0.000513
3650,0.02398793,0.03024316,0.171,652.202,0.000513
3651,0.02404540,0.03025540,0.171,652.380,0.000512
3652,0.02395124,0.03025684,0.172,652.559,0.000511
3653,0.02390781,0.03023638,0.171,652.738,0.000511
3654,0.02421385,0.03030947,0.171,652.917,0.000510
3655,0.02414449,0.03012594,0.170,653.094,0.000510
3656,0.02410816,0.03012786,0.172,653.274,0.000509
3657,0.02409392,0.03009235,0.171,653.452,0.000509
3658,0.02401394,0.03010132,0.173,653.632,0.000508
3659,0.02396440,0.03009471,0.171,653.810,0.000508
3660,0.02404073,0.03012378,0.171,653.989,0.000507
3661,0.02392144,0.03017091,0.171,654.167,0.000506
3662,0.02391598,0.03007555,0.171,654.345,0.000506
3663,0.02386187,0.03022205,0.170,654.523,0.000505
3664,0.02390584,0.03028977,0.173,654.703,0.000505
3665,0.02392806,0.03019696,0.170,654.881,0.000504
3666,0.02399742,0.03024195,0.179,655.066,0.000504
3667,0.02393292,0.03019462,0.173,655.247,0.000503
3668,0.02415094,0.03031805,0.172,655.426,0.000503
3669,0.02426058,0.03035225,0.172,655.605,0.000502
3670,0.02415868,0.03024921,0.171,655.783,0.000501
3671,0.02418924,0.03041356,0.171,655.962,0.000501
3672,0.02418894,0.03038094,0.170,656.140,0.000500
3673,0.02415169,0.03030810,0.170,656.317,0.000500
3674,0.02410637,0.03030052,0.171,656.495,0.000499
3675,0.02396839,0.03020610,0.171,656.673,0.000499
3676,0.02398670,0.03026676,0.172,656.853,0.000498
3677,0.02395195,0.03028387,0.171,657.031,0.000498
3678,0.02389262,0.03026389,0.175,657.213,0.000497
3679,0.02390986,0.03028713,0.172,657.393,0.000496
3680,0.02397051,0.03040862,0.172,657.572,0.000496
3681,0.02399906,0.03030270,0.172,657.751,0.000495
3682,0.02396354,0.03027991,0.180,657.939,0.000495
3683,0.02397742,0.03034112,0.171,658.117,0.000494
3684,0.02409800,0.03037847,0.172,658.296,0.000494
3685,0.02436615,0.03042402,0.170,658.474,0.000493
3686,0.02435178,0.03045468,0.172,658.653,0.000493
3687,0.02427183,0.03038441,0.171,658.831,0.000492
3688,0.02426271,0.03042628,0.178,659.017,0.000491
3689,0.02419509,0.03038862,0.174,659.197,0.000491
3690,0.02398205,0.03021976,0.173,659.378,0.000490
3691,0.02394279,0.03029234,0.171,659.556,0.000490
3692,0.02405950,0.03030767,0.172,659.736,0.000489
3693,0.02408349,0.03029521,0.171,659.914,0.000489
3694,0.02415232,0.03036044,0.173,660.094,0.000488
3695,0.02412554,0.03048177,0.174,660.275,0.000487
3696,0.02418451,0.03055603,0.173,660.456,0.000487
3697,0.02419453,0.03050695,0.174,660.638,0.000486
3698,0.02408021,0.03034022,0.173,660.818,0.000486
3699,0.02399378,0.03033823,0.172,660.998,0.000485
3700,0.02409969,0.03037244,0.173,661.178,0.000485
3701,0.02424879,0.03036570,0.179,661.364,0.000484
3702,0.02423611,0.03043996,0.172,661.544,0.000484
3703,0.02414428,0.03034064,0.173,661.725,0.000483
3704,0.02416365,0.03036574,0.173,661.906,0.000482
3705,0.02413375,0.03035413,0.173,662.086,0.000482
3706,0.02401176,0.03046548,0.173,662.267,0.000481
3707,0.02401052,0.03045523,0.174,662.447,0.000481
3708,0.02390780,0.03042755,0.173,662.628,0.000480
3709,0.02406408,0.03042488,0.173,662.808,0.000480
3710,0.02394186,0.03032207,0.173,662.989,0.000479
3711,0.02389317,0.03034045,0.173,663.169,0.000479
3712,0.02378899,0.03037615,0.173,663.350,0.000478
3713,0.02387068,0.03035954,0.172,663.529,0.000477
3714,0.02393601,0.03033490,0.172,663.708,0.000477
3715,0.02388788,0.03032448,0.172,663.888,0.000476
3716,0.02389100,0.03039668,0.172,664.068,0.000476
3717,0.02383249,0.03034042,0.176,664.251,0.000475
3718,0.02377351,0.03034589,0.174,664.433,0.000475
3719,0.02379991,0.03034068,0.173,664.613,0.000474
3720,0.02380767,0.03043860,0.173,664.793,0.000474
3721,0.02386121,0.03048760,0.173,664.973,0.000473
3722,0.02393147,0.03044041,0.173,665.153,0.000472
3723,0.02385658,0.03046448,0.173,665.334,0.000472
3724,0.02386036,0.03041898,0.172,665.514,0.000471
3725,0.02394929,0.03040114,0.173,665.694,0.000471
3726,0.02392081,0.03032017,0.173,665.874,0.000470
3727,0.02394797,0.03048775,0.172,666.054,0.000470
3728,0.02392751,0.03042687,0.173,666.234,0.000469
3729,0.02387009,0.03037236,0.172,666.414,0.000469
3730,0.02380370,0.03044593,0.172,666.594,0.000468
3731,0.02391695,0.03047677,0.173,666.774,0.000467
3732,0.02398467,0.03051585,0.173,666.954,0.000467
3733,0.02384910,0.03054643,0.176,667.138,0.000466
3734,0.02392499,0.03046938,0.171,667.317,0.000466
3735,0.02387614,0.03044459,0.172,667.497,0.000465
3736,0.02379367,0.03058621,0.173,667.677,0.000465
3737,0.02380606,0.03044954,0.171,667.855,0.000464
3738,0.02393707,0.03027042,0.171,668.034,0.000463
3739,0.02392323,0.03032846,0.170,668.211,0.000463
3740,0.02386610,0.03043167,0.171,668.389,0.000462
3741,0.02383501,0.03032009,0.172,668.569,0.000462
3742,0.02373013,0.03036358,0.172,668.748,0.000461
3743,0.02379718,0.03038795,0.171,668.927,0.000461
3744,0.02369743,0.03034506,0.171,669.105,0.000460
3745,0.02365575,0.03037142,0.171,669.284,0.000460
3746,0.02362754,0.03029908,0.171,669.462,0.000459
