epoch,avg_loss,test_mse,epoch_time_s,wall_time_s,lr
1577,0.02611559,0.02940941,0.170,282.975,0.000461
1578,0.02610292,0.02939523,0.171,283.153,0.000460
1579,0.02602024,0.02944080,0.171,283.331,0.000459
1580,0.02600898,0.02952359,0.170,283.508,0.000458
1581,0.02610923,0.02950881,0.171,283.687,0.000458
1582,0.02613299,0.02956039,0.171,283.865,0.000457
1583,0.02610224,0.02954292,0.171,284.043,0.000456
1584,0.02602095,0.02946327,0.170,284.220,0.000455
1585,0.02600723,0.02949661,0.171,284.398,0.000454
1586,0.02603100,0.02950960,0.170,284.574,0.000453
1587,0.02601261,0.02947381,0.171,284.752,0.000452
1588,0.02596280,0.02938302,0.170,284.930,0.000452
1589,0.02595178,0.02932303,0.170,285.107,0.000451
1590,0.02587700,0.02942921,0.171,285.286,0.000450
1591,0.02589973,0.02931007,0.171,285.464,0.000449
1592,0.02581944,0.02933144,0.174,285.645,0.000448
1593,0.02580707,0.02931577,0.174,285.827,0.000447
1594,0.02580724,0.02943087,0.170,286.004,0.000446
1595,0.02596853,0.02951410,0.170,286.181,0.000446
1596,0.02588530,0.02945172,0.170,286.359,0.000445
1597,0.02585926,0.02941017,0.171,286.537,0.000444
1598,0.02584475,0.02943841,0.170,286.715,0.000443
1599,0.02579759,0.02947112,0.170,286.893,0.000442
1600,0.02577736,0.02948539,0.171,287.071,0.000441
1601,0.02594668,0.02948139,0.171,287.249,0.000441
1602,0.02599279,0.02956784,0.171,287.427,0.000440
1603,0.02595780,0.02951175,0.171,287.605,0.000439
1604,0.02595521,0.02945743,0.170,287.782,0.000438
1605,0.02598818,0.02944634,0.171,287.961,0.000437
1606,0.02590037,0.02951551,0.170,288.138,0.000436
1607,0.02592542,0.02941716,0.170,288.315,0.000435
1608,0.02589870,0.02944498,0.171,288.493,0.000435
1609,0.02606738,0.02947486,0.171,288.672,0.000434
1610,0.02601291,0.02950368,0.170,288.849,0.000433
1611,0.02587544,0.02957245,0.171,289.027,0.000432
1612,0.02591267,0.02957756,0.171,289.206,0.000431
1613,0.02591402,0.02954420,0.170,289.383,0.000430
1614,0.02589809,0.02952885,0.170,289.560,0.000430
1615,0.02598427,0.02960508,0.171,289.738,0.000429
1616,0.02615538,0.02963241,0.171,289.916,0.000428
1617,0.02611602,0.02955702,0.171,290.094,0.000427
1618,0.02606178,0.02954888,0.171,290.272,0.000426
1619,0.02613966,0.02975171,0.170,290.449,0.000425
1620,0.02623158,0.02953962,0.170,290.627,0.000424
1621,0.02591747,0.02956657,0.171,290.806,0.000424
1622,0.02591170,0.02954520,0.170,290.983,0.000423
1623,0.02598247,0.02955683,0.170,291.160,0.000422
1624,0.02600846,0.02960136,0.171,291.339,0.000421
1625,0.02594564,0.02950629,0.170,291.516,0.000420
1626,0.02597979,0.02949849,0.171,291.694,0.000419
1627,0.02599379,0.02960097,0.171,291.872,0.000419
1628,0.02599503,0.02956440,0.170,292.049,0.000418
1629,0.02597649,0.02958924,0.170,292.227,0.000417
1630,0.02598917,0.02950281,0.170,292.404,0.000416
1631,0.02591279,0.02953812,0.170,292.581,0.000415
1632,0.02586806,0.02954324,0.171,292.759,0.000414
1633,0.02593660,0.02950569,0.171,292.937,0.000414
1634,0.02592503,0.02945610,0.170,293.115,0.000413
1635,0.02585449,0.02953941,0.171,293.293,0.000412
1636,0.02588949,0.02951185,0.171,293.472,0.000411
1637,0.02587447,0.02953131,0.170,293.649,0.000410
1638,0.02583909,0.02946679,0.171,293.827,0.000409
1639,0.02581956,0.02944931,0.170,294.005,0.000409
1640,0.02581981,0.02955893,0.170,294.182,0.000408
1641,0.02588183,0.02951407,0.171,294.361,0.000407
1642,0.02581470,0.02952062,0.171,294.539,0.000406
1643,0.02579868,0.02951534,0.170,294.717,0.000405
1644,0.02578010,0.02950078,0.170,294.894,0.000404
1645,0.02580013,0.02948423,0.170,295.072,0.000404
1646,0.02575262,0.02946777,0.170,295.250,0.000403
1647,0.02569200,0.02956518,0.171,295.428,0.000402
1648,0.02575658,0.02950879,0.171,295.606,0.000401
1649,0.02573553,0.02955644,0.173,295.787,0.000400
1650,0.02568269,0.02944716,0.171,295.965,0.000400
1651,0.02567667,0.02945146,0.171,296.143,0.000399
1652,0.02572219,0.02954273,0.178,296.328,0.000398
1653,0.02569888,0.02951721,0.172,296.508,0.000397
1654,0.02572842,0.02953846,0.171,296.687,0.000396
1655,0.02568526,0.02948281,0.171,296.865,0.000395
1656,0.02565946,0.02953106,0.171,297.043,0.000395
1657,0.02560801,0.02942136,0.172,297.223,0.000394
1658,0.02557970,0.02946395,0.170,297.400,0.000393
1659,0.02555440,0.02946909,0.171,297.579,0.000392
1660,0.02554392,0.02956562,0.171,297.757,0.000391
1661,0.02559624,0.02961523,0.171,297.935,0.000391
1662,0.02558768,0.02956228,0.170,298.113,0.000390
1663,0.02570195,0.02959882,0.170,298.291,0.000389
1664,0.02570233,0.02953618,0.171,298.469,0.000388
1665,0.02565916,0.02959149,0.172,298.648,0.000387
1666,0.02568878,0.02959403,0.171,298.827,0.000386
1667,0.02562395,0.02954063,0.170,299.004,0.000386
1668,0.02557865,0.02957868,0.171,299.183,0.000385
1669,0.02558334,0.02960740,0.171,299.361,0.000384
1670,0.02565134,0.02962130,0.175,299.544,0.000383
1671,0.02556905,0.02954069,0.171,299.722,0.000382
1672,0.02562265,0.02958357,0.172,299.902,0.000382
1673,0.02560854,0.02954859,0.171,300.080,0.000381
1674,0.02563711,0.02958787,0.171,300.259,0.000380
1675,0.02562940,0.02956430,0.171,300.438,0.000379
1676,0.02569323,0.02959696,0.171,300.616,0.000378
1677,0.02565853,0.02957778,0.172,300.795,0.000378
1678,0.02561758,0.02953561,0.170,300.972,0.000377
1679,0.02562309,0.02950941,0.176,301.155,0.000376
1680,0.02566230,0.02947646,0.173,301.336,0.000375
1681,0.02561984,0.02954506,0.173,301.517,0.000374
1682,0.02560621,0.02960571,0.173,301.697,0.000373
1683,0.02568558,0.02951680,0.171,301.875,0.000373
1684,0.02558602,0.02948119,0.171,302.054,0.000372
1685,0.02560539,0.02956087,0.172,302.233,0.000371
1686,0.02558752,0.02953540,0.179,302.419,0.000370
1687,0.02561614,0.02951739,0.176,302.602,0.000369
1688,0.02559258,0.02948185,0.174,302.784,0.000369
1689,0.02554506,0.02948132,0.174,302.965,0.000368
1690,0.02550396,0.02952832,0.174,303.146,0.000367
1691,0.02549228,0.02955022,0.173,303.327,0.000366
1692,0.02549989,0.02954228,0.173,303.507,0.000365
1693,0.02544666,0.02951687,0.173,303.687,0.000365
1694,0.02543695,0.02952240,0.173,303.867,0.000364
1695,0.02541312,0.02958265,0.172,304.047,0.000363
1696,0.02540684,0.02948795,0.173,304.228,0.000362
1697,0.02542190,0.02957321,0.178,304.413,0.000361
1698,0.02542350,0.02964019,0.172,304.593,0.000361
1699,0.02552825,0.02967430,0.173,304.774,0.000360
1700,0.02553584,0.02963322,0.173,304.954,0.000359
1701,0.02563283,0.02966881,0.173,305.135,0.000358
1702,0.02558850,0.02953778,0.173,305.315,0.000358
1703,0.02549971,0.02955566,0.173,305.496,0.000357
1704,0.02543825,0.02954667,0.173,305.676,0.000356
1705,0.02540200,0.02960651,0.173,305.856,0.000355
1706,0.02543550,0.02958092,0.173,306.036,0.000354
1707,0.02543340,0.02956928,0.180,306.223,0.000354
1708,0.02538962,0.02954971,0.175,306.406,0.000353
1709,0.02536860,0.02954081,0.173,306.586,0.000352
1710,0.02535307,0.02957412,0.173,306.766,0.000351
1711,0.02533625,0.02960120,0.173,306.946,0.000350
1712,0.02531633,0.02963232,0.172,307.125,0.000350
1713,0.02533239,0.02963474,0.171,307.304,0.000349
1714,0.02531285,0.02970933,0.171,307.482,0.000348
1715,0.02530346,0.02965299,0.172,307.662,0.000347
1716,0.02535210,0.02969466,0.170,307.839,0.000346
1717,0.02542912,0.02970694,0.172,308.018,0.000346
1718,0.02540666,0.02964960,0.172,308.197,0.000345
1719,0.02537801,0.02973069,0.172,308.376,0.000344
1720,0.02535135,0.02973323,0.171,308.555,0.000343
1721,0.02538864,0.02973459,0.171,308.733,0.000343
1722,0.02536200,0.02967659,0.170,308.911,0.000342
1723,0.02541669,0.02961389,0.171,309.089,0.000341
1724,0.02546085,0.02973172,0.170,309.267,0.000340
1725,0.02549170,0.02968824,0.170,309.444,0.000339
1726,0.02545631,0.02963827,0.171,309.623,0.000339
1727,0.02543591,0.02963186,0.176,309.806,0.000338
1728,0.02547442,0.02964661,0.171,309.984,0.000337
1729,0.02541832,0.02957364,0.171,310.162,0.000336
1730,0.02534403,0.02960713,0.170,310.340,0.000336
1731,0.02530705,0.02956220,0.170,310.518,0.000335
1732,0.02532075,0.02949475,0.171,310.696,0.000334
1733,0.02535589,0.02956620,0.171,310.874,0.000333
1734,0.02533100,0.02963031,0.170,311.052,0.000332
1735,0.02531236,0.02961792,0.170,311.229,0.000332
1736,0.02531976,0.02957548,0.170,311.406,0.000331
1737,0.02526709,0.02959894,0.179,311.593,0.000330
1738,0.02526225,0.02957130,0.171,311.770,0.000329
1739,0.02524333,0.02958419,0.172,311.950,0.000329
1740,0.02525968,0.02959476,0.170,312.128,0.000328
1741,0.02519554,0.02956519,0.171,312.306,0.000327
1742,0.02523622,0.02956495,0.171,312.485,0.000326
1743,0.02525527,0.02953168,0.171,312.663,0.000326
1744,0.02527808,0.02949148,0.170,312.840,0.000325
1745,0.02520752,0.02958056,0.169,313.017,0.000324
1746,0.02521063,0.02959557,0.170,313.195,0.000323
1747,0.02516829,0.02956998,0.171,313.373,0.000323
1748,0.02514100,0.02955277,0.170,313.550,0.000322
1749,0.02516523,0.02955609,0.170,313.727,0.000321
1750,0.02513339,0.02953269,0.171,313.906,0.000320
1751,0.02516607,0.02960275,0.171,314.083,0.000319
1752,0.02523413,0.02959432,0.170,314.261,0.000319
1753,0.02520557,0.02960888,0.170,314.439,0.000318
1754,0.02521823,0.02961831,0.171,314.617,0.000317
1755,0.02521562,0.02962950,0.170,314.795,0.000316
1756,0.02524487,0.02965537,0.171,314.973,0.000316
1757,0.02530408,0.02958457,0.171,315.151,0.000315
1758,0.02525380,0.02957229,0.171,315.329,0.000314
1759,0.02532134,0.02961828,0.170,315.506,0.000313
1760,0.02525536,0.02968227,0.171,315.684,0.000313
1761,0.02520964,0.02955177,0.170,315.861,0.000312
1762,0.02530136,0.02964609,0.170,316.038,0.000311
1763,0.02526914,0.02965578,0.170,316.216,0.000310
1764,0.02516577,0.02964667,0.170,316.394,0.000310
1765,0.02522033,0.02969076,0.171,316.572,0.000309
1766,0.02529326,0.02970569,0.171,316.751,0.000308
1767,0.02527194,0.02969767,0.171,316.928,0.000307
1768,0.02524232,0.02966843,0.170,317.106,0.000307
1769,0.02522699,0.02966202,0.171,317.284,0.000306
1770,0.02522107,0.02970927,0.170,317.462,0.000305
1771,0.02521903,0.02968097,0.171,317.640,0.000304
1772,0.02522233,0.02971017,0.172,317.819,0.000304
1773,0.02523292,0.02961911,0.171,317.997,0.000303
1774,0.02531859,0.02968576,0.173,318.177,0.000302
1775,0.02529604,0.02966044,0.171,318.356,0.000301
1776,0.02520140,0.02967580,0.170,318.533,0.000301
1777,0.02528484,0.02962303,0.173,318.714,0.000300
1778,0.02525441,0.02963227,0.171,318.893,0.000299
1779,0.02521197,0.02966321,0.171,319.071,0.000298
1780,0.02523712,0.02967379,0.171,319.249,0.000298
1781,0.02518961,0.02965621,0.170,319.427,0.000297
1782,0.02514881,0.02970842,0.171,319.606,0.000296
1783,0.02524065,0.02975478,0.171,319.784,0.000296
1784,0.02520921,0.02970827,0.170,319.961,0.000295
1785,0.02513871,0.02971589,0.171,320.139,0.000294
1786,0.02511883,0.02968248,0.170,320.317,0.000293
1787,0.02504916,0.02973597,0.171,320.494,0.000293
1788,0.02510354,0.02965718,0.170,320.672,0.000292
1789,0.02518463,0.02973887,0.171,320.850,0.000291
1790,0.02527075,0.02981346,0.171,321.028,0.000290
1791,0.02532498,0.02970896,0.170,321.206,0.000290
1792,0.02534729,0.02972311,0.170,321.383,0.000289
1793,0.02530292,0.02980137,0.171,321.561,0.000288
1794,0.02528794,0.02972899,0.170,321.738,0.000287
1795,0.02525198,0.02976787,0.170,321.916,0.000287
1796,0.02522942,0.02975209,0.171,322.094,0.000286
1797,0.02519236,0.02974565,0.171,322.272,0.000285
1798,0.02522163,0.02973622,0.171,322.451,0.000285
1799,0.02521766,0.02975257,0.171,322.629,0.000284
1800,0.02513592,0.02971726,0.170,322.806,0.000283
1801,0.02515544,0.02970240,0.171,322.984,0.000282
1802,0.02510315,0.02972884,0.170,323.162,0.000282
1803,0.02506435,0.02972433,0.171,323.340,0.000281
1804,0.02507716,0.02979145,0.170,323.518,0.000280
1805,0.02510456,0.02975846,0.171,323.695,0.000279
1806,0.02508664,0.02975348,0.171,323.873,0.000279
1807,0.02506570,0.02971066,0.170,324.051,0.000278
1808,0.02505743,0.02971257,0.171,324.229,0.000277
1809,0.02507449,0.02980891,0.170,324.407,0.000277
1810,0.02503589,0.02978041,0.170,324.583,0.000276
1811,0.02500015,0.02980322,0.171,324.762,0.000275
1812,0.02513960,0.02978183,0.170,324.940,0.000274
1813,0.02521722,0.02974836,0.171,325.118,0.000274
1814,0.02519129,0.02982958,0.171,325.296,0.000273
1815,0.02528253,0.02986626,0.170,325.474,0.000272
1816,0.02522134,0.02986671,0.171,325.652,0.000272
1817,0.02518403,0.02980478,0.171,325.830,0.000271
1818,0.02518246,0.02978153,0.171,326.008,0.000270
1819,0.02514772,0.02977746,0.171,326.186,0.000269
1820,0.02512951,0.02986732,0.171,326.365,0.000269
1821,0.02510177,0.02979081,0.170,326.542,0.000268
1822,0.02511996,0.02982386,0.170,326.720,0.000267
1823,0.02516245,0.02981804,0.171,326.898,0.000267
1824,0.02526715,0.02977431,0.170,327.075,0.000266
1825,0.02536216,0.02984141,0.171,327.254,0.000265
1826,0.02540635,0.02978651,0.169,327.430,0.000265
1827,0.02539505,0.02978577,0.171,327.608,0.000264
1828,0.02532917,0.02978997,0.170,327.786,0.000263
1829,0.02530776,0.02977860,0.170,327.963,0.000262
1830,0.02525912,0.02979750,0.171,328.142,0.000262
1831,0.02521370,0.02982304,0.170,328.319,0.000261
1832,0.02517841,0.02973927,0.170,328.496,0.000260
1833,0.02512139,0.02974509,0.172,328.675,0.000260
1834,0.02510385,0.02977237,0.171,328.854,0.000259
1835,0.02509734,0.02975150,0.176,329.037,0.000258
1836,0.02509700,0.02977838,0.177,329.222,0.000257
1837,0.02507720,0.02977238,0.177,329.407,0.000257
1838,0.02510832,0.02976059,0.176,329.590,0.000256
1839,0.02506394,0.02975027,0.171,329.769,0.000255
1840,0.02500051,0.02975971,0.171,329.947,0.000255
1841,0.02499639,0.02969202,0.171,330.125,0.000254
1842,0.02499702,0.02973358,0.171,330.304,0.000253
1843,0.02499027,0.02970640,0.171,330.482,0.000253
1844,0.02494466,0.02975793,0.171,330.660,0.000252
1845,0.02498812,0.02977601,0.170,330.837,0.000251
1846,0.02496474,0.02973574,0.170,331.015,0.000251
1847,0.02496941,0.02974803,0.171,331.193,0.000250
1848,0.02493468,0.02975775,0.170,331.370,0.000249
1849,0.02499609,0.02982110,0.171,331.548,0.000248
1850,0.02495638,0.02979998,0.171,331.726,0.000248
1851,0.02492048,0.02977756,0.172,331.905,0.000247
1852,0.02487565,0.02975387,0.172,332.085,0.000246
1853,0.02486157,0.02972962,0.173,332.265,0.000246
1854,0.02488577,0.02975350,0.173,332.445,0.000245
1855,0.02484763,0.02972506,0.173,332.625,0.000244
1856,0.02483176,0.02970983,0.173,332.806,0.000244
1857,0.02481266,0.02980250,0.173,332.986,0.000243
1858,0.02481491,0.02978126,0.172,333.165,0.000242
1859,0.02477280,0.02977957,0.171,333.343,0.000242
1860,0.02482980,0.02976076,0.170,333.521,0.000241
1861,0.02484585,0.02981596,0.171,333.700,0.000240
1862,0.02485259,0.02971184,0.171,333.878,0.000240
1863,0.02478454,0.02974210,0.171,334.056,0.000239
1864,0.02478085,0.02974431,0.171,334.234,0.000238
1865,0.02482404,0.02968773,0.171,334.412,0.000238
1866,0.02482681,0.02979270,0.170,334.590,0.000237
1867,0.02486240,0.02971069,0.171,334.768,0.000236
1868,0.02481220,0.02973398,0.171,334.947,0.000236
1869,0.02480164,0.02975914,0.170,335.125,0.000235
1870,0.02473928,0.02983404,0.171,335.303,0.000234
1871,0.02474435,0.02974664,0.170,335.480,0.000234
1872,0.02472108,0.02976068,0.170,335.658,0.000233
1873,0.02470272,0.02973161,0.171,335.837,0.000232
1874,0.02468044,0.02978803,0.170,336.015,0.000232
1875,0.02472608,0.02977763,0.171,336.193,0.000231
1876,0.02471688,0.02976599,0.170,336.371,0.000230
1877,0.02474315,0.02972214,0.171,336.549,0.000230
1878,0.02477447,0.02976434,0.171,336.727,0.000229
1879,0.02476144,0.02974088,0.170,336.904,0.000228
1880,0.02474134,0.02972074,0.170,337.082,0.000228
1881,0.02468774,0.02972628,0.170,337.259,0.000227
1882,0.02465009,0.02971730,0.170,337.437,0.000226
1883,0.02463653,0.02970414,0.171,337.615,0.000226
1884,0.02462086,0.02977505,0.170,337.792,0.000225
1885,0.02460816,0.02976039,0.170,337.970,0.000224
1886,0.02458329,0.02975560,0.172,338.149,0.000224
1887,0.02458189,0.02969720,0.170,338.326,0.000223
1888,0.02454424,0.02971721,0.171,338.504,0.000222
1889,0.02455220,0.02976374,0.170,338.681,0.000222
1890,0.02454492,0.02973179,0.170,338.859,0.000221
1891,0.02457788,0.02978194,0.171,339.037,0.000220
1892,0.02454958,0.02978180,0.171,339.215,0.000220
1893,0.02453617,0.02982860,0.171,339.393,0.000219
1894,0.02455263,0.02983061,0.170,339.570,0.000218
1895,0.02459641,0.02980342,0.170,339.748,0.000218
1896,0.02455260,0.02978306,0.170,339.925,0.000217
1897,0.02456937,0.02978416,0.171,340.104,0.000216
1898,0.02458645,0.02978487,0.170,340.281,0.000216
1899,0.02458074,0.02983961,0.171,340.460,0.000215
1900,0.02456072,0.02978161,0.170,340.637,0.000215
1901,0.02459192,0.02978573,0.170,340.815,0.000214
1902,0.02459080,0.02979448,0.170,340.993,0.000213
1903,0.02455267,0.02976267,0.171,341.171,0.000213
1904,0.02451847,0.02980699,0.170,341.349,0.000212
1905,0.02454319,0.02979125,0.170,341.526,0.000211
1906,0.02456906,0.02981797,0.170,341.704,0.000211
1907,0.02455244,0.02981074,0.171,341.882,0.000210
1908,0.02451945,0.02986501,0.170,342.060,0.000209
1909,0.02453452,0.02986920,0.171,342.238,0.000209
1910,0.02455524,0.02980851,0.171,342.417,0.000208
1911,0.02457459,0.02983750,0.171,342.595,0.000207
1912,0.02457471,0.02983492,0.170,342.772,0.000207
1913,0.02454967,0.02983762,0.171,342.950,0.000206
1914,0.02460613,0.02985817,0.170,343.127,0.000206
1915,0.02457388,0.02977246,0.171,343.306,0.000205
1916,0.02455627,0.02988320,0.170,343.483,0.000204
1917,0.02455465,0.02983249,0.171,343.661,0.000204
1918,0.02455091,0.02984503,0.171,343.839,0.000203
1919,0.02461952,0.02978566,0.178,344.025,0.000202
1920,0.02453132,0.02982459,0.171,344.203,0.000202
1921,0.02447600,0.02986360,0.171,344.381,0.000201
1922,0.02443171,0.02985629,0.171,344.559,0.000201
1923,0.02445286,0.02980289,0.171,344.738,0.000200
1924,0.02442827,0.02982554,0.172,344.917,0.000199
1925,0.02441551,0.02984109,0.170,345.094,0.000199
1926,0.02439916,0.02981503,0.171,345.273,0.000198
1927,0.02446511,0.02981400,0.170,345.450,0.000197
1928,0.02453006,0.02985802,0.173,345.630,0.000197
1929,0.02456534,0.02982822,0.171,345.809,0.000196
1930,0.02448931,0.02980601,0.171,345.987,0.000196
1931,0.02442677,0.02977965,0.171,346.165,0.000195
1932,0.02443905,0.02979376,0.171,346.343,0.000194
1933,0.02446210,0.02986286,0.171,346.522,0.000194
1934,0.02441634,0.02985658,0.171,346.700,0.000193
1935,0.02442567,0.02987876,0.171,346.878,0.000192
1936,0.02443418,0.02988563,0.171,347.056,0.000192
1937,0.02442481,0.02981828,0.170,347.233,0.000191
1938,0.02441062,0.02985844,0.171,347.411,0.000191
1939,0.02443523,0.02986583,0.171,347.590,0.000190
1940,0.02442676,0.02977018,0.170,347.767,0.000189
1941,0.02442351,0.02984511,0.171,347.945,0.000189
1942,0.02439440,0.02981004,0.171,348.124,0.000188
1943,0.02442979,0.02983908,0.170,348.301,0.000188
1944,0.02438635,0.02981906,0.170,348.479,0.000187
1945,0.02445402,0.02983620,0.171,348.657,0.000186
1946,0.02448762,0.02982663,0.170,348.834,0.000186
1947,0.02442766,0.02982285,0.171,349.012,0.000185
1948,0.02440203,0.02982949,0.170,349.190,0.000185
1949,0.02445412,0.02983687,0.170,349.368,0.000184
1950,0.02444851,0.02983739,0.171,349.545,0.000183
1951,0.02449433,0.02988781,0.171,349.723,0.000183
1952,0.02446997,0.02982708,0.170,349.901,0.000182
1953,0.02439212,0.02984625,0.171,350.079,0.000182
1954,0.02441965,0.02987512,0.171,350.257,0.000181
1955,0.02440050,0.02983090,0.171,350.435,0.000180
1956,0.02445373,0.02986730,0.170,350.612,0.000180
1957,0.02438026,0.02984220,0.171,350.791,0.000179
1958,0.02435810,0.02977611,0.171,350.969,0.000179
1959,0.02435962,0.02982104,0.171,351.147,0.000178
1960,0.02433431,0.02983188,0.170,351.325,0.000177
1961,0.02437359,0.02985351,0.170,351.502,0.000177
1962,0.02434764,0.02991374,0.170,351.680,0.000176
1963,0.02438174,0.02987128,0.171,351.858,0.000176
1964,0.02440069,0.02991934,0.170,352.035,0.000175
1965,0.02437437,0.02985002,0.170,352.213,0.000174
1966,0.02437083,0.02984570,0.171,352.391,0.000174
1967,0.02442385,0.02988690,0.171,352.569,0.000173
1968,0.02443270,0.02988897,0.171,352.747,0.000173
1969,0.02440140,0.02986393,0.171,352.926,0.000172
1970,0.02432692,0.02983420,0.170,353.103,0.000172
1971,0.02430248,0.02980815,0.171,353.282,0.000171
1972,0.02434471,0.02987675,0.171,353.459,0.000170
1973,0.02431625,0.02989067,0.171,353.637,0.000170
1974,0.02428171,0.02988223,0.171,353.815,0.000169
1975,0.02426412,0.02990465,0.171,353.993,0.000169
1976,0.02427874,0.02989292,0.170,354.171,0.000168
1977,0.02429632,0.02990713,0.171,354.349,0.000167
1978,0.02429448,0.02989738,0.170,354.526,0.000167
1979,0.02427576,0.02982029,0.171,354.704,0.000166
1980,0.02425401,0.02988115,0.171,354.882,0.000166
1981,0.02425637,0.02987964,0.171,355.060,0.000165
1982,0.02425307,0.02982903,0.172,355.240,0.000165
1983,0.02424696,0.02990025,0.170,355.417,0.000164
1984,0.02425518,0.02991339,0.170,355.594,0.000163
1985,0.02426999,0.02990415,0.171,355.773,0.000163
1986,0.02429102,0.02991770,0.170,355.949,0.000162
1987,0.02427675,0.02991170,0.171,356.128,0.000162
1988,0.02426790,0.02989554,0.170,356.305,0.000161
1989,0.02428026,0.02996677,0.170,356.483,0.000161
1990,0.02428402,0.02992208,0.171,356.661,0.000160
1991,0.02429496,0.02991335,0.171,356.840,0.000160
1992,0.02427300,0.02991768,0.171,357.018,0.000159
1993,0.02425363,0.02992683,0.171,357.196,0.000158
1994,0.02424414,0.02988255,0.170,357.373,0.000158
1995,0.02421897,0.02989539,0.171,357.551,0.000157
1996,0.02420431,0.02992606,0.170,357.729,0.000157
1997,0.02419617,0.02990629,0.170,357.906,0.000156
1998,0.02419464,0.02990190,0.171,358.085,0.000156
1999,0.02418012,0.02994413,0.171,358.262,0.000155
2000,0.02416682,0.02993028,0.170,358.440,0.000154
2001,0.02416274,0.02995361,0.171,358.618,0.000154
2002,0.02415950,0.02996862,0.171,358.795,0.000153
2003,0.02414516,0.02997647,0.171,358.974,0.000153
2004,0.02413312,0.02998888,0.170,359.151,0.000152
2005,0.02412696,0.02992808,0.171,359.330,0.000152
2006,0.02414677,0.02995937,0.171,359.508,0.000151
2007,0.02419086,0.02996358,0.171,359.686,0.000151
2008,0.02415820,0.02998450,0.171,359.864,0.000150
2009,0.02413674,0.02997117,0.171,360.042,0.000150
2010,0.02412173,0.02998898,0.170,360.220,0.000149
2011,0.02414065,0.02996205,0.171,360.398,0.000148
2012,0.02416227,0.02999366,0.171,360.576,0.000148
2013,0.02417164,0.03000231,0.171,360.754,0.000147
2014,0.02417913,0.02993237,0.171,360.933,0.000147
2015,0.02413296,0.02997190,0.170,361.110,0.000146
2016,0.02416276,0.02995620,0.170,361.288,0.000146
2017,0.02414973,0.02996628,0.171,361.466,0.000145
2018,0.02416399,0.02993431,0.170,361.643,0.000145
2019,0.02414377,0.02993825,0.171,361.821,0.000144
2020,0.02414877,0.02999545,0.170,361.999,0.000144
2021,0.02416158,0.02999112,0.171,362.177,0.000143
2022,0.02412193,0.02998256,0.170,362.355,0.000143
2023,0.02421825,0.02996851,0.170,362.532,0.000142
2024,0.02423077,0.02995844,0.170,362.710,0.000141
2025,0.02422423,0.02999074,0.170,362.887,0.000141
2026,0.02427544,0.03000519,0.171,363.065,0.000140
2027,0.02423485,0.02996795,0.171,363.243,0.000140
2028,0.02420785,0.03004780,0.170,363.421,0.000139
2029,0.02418005,0.03000387,0.171,363.600,0.000139
2030,0.02414060,0.02998314,0.171,363.778,0.000138
2031,0.02412890,0.02998443,0.171,363.956,0.000138
2032,0.02412802,0.03004457,0.170,364.133,0.000137
2033,0.02409541,0.02999806,0.170,364.311,0.000137
2034,0.02408532,0.02997890,0.176,364.495,0.000136
2035,0.02408992,0.03001220,0.171,364.673,0.000136
2036,0.02411294,0.03001670,0.171,364.851,0.000135
2037,0.02412129,0.02996345,0.171,365.029,0.000135
2038,0.02412761,0.03002547,0.171,365.207,0.000134
2039,0.02415673,0.03000525,0.170,365.384,0.000134
2040,0.02414301,0.03001677,0.170,365.562,0.000133
2041,0.02411976,0.03000255,0.170,365.739,0.000133
2042,0.02411274,0.03000490,0.171,365.917,0.000132
2043,0.02412673,0.03001641,0.171,366.095,0.000132
2044,0.02410976,0.03004767,0.171,366.273,0.000131
2045,0.02404941,0.03000976,0.171,366.451,0.000131
2046,0.02405947,0.03000603,0.171,366.630,0.000130
2047,0.02407019,0.02998300,0.170,366.807,0.000130
2048,0.02406929,0.03002003,0.171,366.985,0.000129
2049,0.02410896,0.03002918,0.170,367.162,0.000128
2050,0.02412163,0.03000766,0.171,367.341,0.000128
2051,0.02411786,0.03005437,0.170,367.518,0.000127
2052,0.02412020,0.03000682,0.171,367.696,0.000127
2053,0.02411044,0.03001675,0.171,367.874,0.000126
2054,0.02412949,0.03003553,0.171,368.052,0.000126
2055,0.02411460,0.03006942,0.171,368.231,0.000125
2056,0.02412978,0.03007583,0.170,368.408,0.000125
2057,0.02411766,0.03002201,0.170,368.585,0.000124
2058,0.02410175,0.03003271,0.171,368.763,0.000124
2059,0.02407944,0.03005828,0.170,368.941,0.000123
2060,0.02406515,0.03004371,0.170,369.118,0.000123
2061,0.02403348,0.03001094,0.171,369.296,0.000122
2062,0.02402776,0.02999889,0.171,369.474,0.000122
2063,0.02404109,0.02999814,0.170,369.651,0.000121
2064,0.02402120,0.03004782,0.170,369.829,0.000121
2065,0.02402138,0.02998557,0.178,370.015,0.000121
2066,0.02401516,0.03001481,0.172,370.193,0.000120
2067,0.02400538,0.03000572,0.171,370.372,0.000120
2068,0.02401415,0.03001320,0.170,370.549,0.000119
2069,0.02399473,0.03001992,0.171,370.727,0.000119
2070,0.02400154,0.03001168,0.172,370.907,0.000118
2071,0.02396776,0.03003124,0.170,371.085,0.000118
2072,0.02396551,0.03004862,0.170,371.263,0.000117
2073,0.02399475,0.03002351,0.170,371.440,0.000117
2074,0.02399677,0.03005132,0.171,371.619,0.000116
